file,task,config,lr_folder,lr_float,kbp,ctx,excl,flags,name_token,run_id,accuracy,f1,auc
TAD/TAD_boundary/classification/strong_non/25kbp_ctx512/LR3e-5/eval_results.txt,strong_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,8,0.594,0.5,0.0
TAD/TAD_boundary/classification/strong_non/25kbp_ctx512/LR3e-5/eval_results.txt,strong_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,9,0.594,0.5,0.0
TAD/TAD_boundary/classification/strong_non/25kbp_ctx512/LR3e-5/eval_results.txt,strong_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,10,0.594,0.5,0.0
TAD/TAD_boundary/classification/strong_non/25kbp_ctx512/LR3e-5/eval_results.txt,strong_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,11,0.594,0.5,0.0
TAD/TAD_boundary/classification/strong_non/25kbp_ctx512/LR3e-5/eval_results.txt,strong_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,12,0.594,0.5,0.0
TAD/TAD_boundary/classification/strong_non/25kbp_ctx512/LR3e-5/eval_results.txt,strong_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,13,0.594,0.5,0.0
TAD/TAD_boundary/classification/strong_non/25kbp_ctx512/LR3e-5/eval_results.txt,strong_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,14,0.594,0.5,0.0
TAD/TAD_boundary/classification/strong_non/25kbp_ctx512/LR3e-5/eval_results.txt,strong_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,15,0.594,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,0,0.71,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,1,0.71,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,2,0.71,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,3,0.71,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,4,0.71,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,5,0.71,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,6,0.708,0.5,0.014
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,7,0.713,0.503,0.014
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,8,0.7,0.514,0.125
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,9,0.713,0.514,0.082
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,10,0.7,0.518,0.146
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,11,0.695,0.511,0.123
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512,LR1e-4,0.0001,25,512,,,25kbp_ctx512,0,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512,LR1e-4,0.0001,25,512,,,25kbp_ctx512,1,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512,LR1e-4,0.0001,25,512,,,25kbp_ctx512,2,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512,LR1e-4,0.0001,25,512,,,25kbp_ctx512,3,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512,LR1e-4,0.0001,25,512,,,25kbp_ctx512,4,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512,LR1e-4,0.0001,25,512,,,25kbp_ctx512,5,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512,LR1e-4,0.0001,25,512,,,25kbp_ctx512,6,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512,LR1e-4,0.0001,25,512,,,25kbp_ctx512,7,0.714,0.503,0.014
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512,LR1e-4,0.0001,25,512,,,25kbp_ctx512,8,0.712,0.502,0.014
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512,LR1e-4,0.0001,25,512,,,25kbp_ctx512,9,0.699,0.506,0.09
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512,LR1e-4,0.0001,25,512,,,25kbp_ctx512,10,0.69,0.5,0.088
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR1e-4/eval_results.txt,weak_non,25kbp_ctx512,LR1e-4,0.0001,25,512,,,25kbp_ctx512,11,0.692,0.508,0.121
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR3e-5/eval_results.txt,weak_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,0,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR3e-5/eval_results.txt,weak_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,1,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR3e-5/eval_results.txt,weak_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,2,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR3e-5/eval_results.txt,weak_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,3,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR3e-5/eval_results.txt,weak_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,4,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR3e-5/eval_results.txt,weak_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,5,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR3e-5/eval_results.txt,weak_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,6,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR3e-5/eval_results.txt,weak_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,7,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR3e-5/eval_results.txt,weak_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,8,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR3e-5/eval_results.txt,weak_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,9,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR3e-5/eval_results.txt,weak_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,10,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR3e-5/eval_results.txt,weak_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,11,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR3e-5/eval_results.txt,weak_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,12,0.712,0.5,0.0
TAD/TAD_boundary/classification/weak_non/25kbp_ctx512/LR3e-5/eval_results.txt,weak_non,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,13,0.712,0.5,0.0
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,0,0.632,0.503,0.774
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,1,0.621,0.51,0.756
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,2,0.618,0.529,0.742
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,3,0.627,0.549,0.741
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,4,0.612,0.55,0.719
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,5,0.63,0.522,0.761
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,6,0.621,0.57,0.718
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,7,0.621,0.557,0.727
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,8,0.627,0.549,0.741
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR1e-4,0.0001,25,512,2,,25kbp_ctx512_excl2,9,0.63,0.553,0.742
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR3e-5,3e-05,25,512,2,,25kbp_ctx512_excl2,0,0.621,0.572,0.717
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR3e-5,3e-05,25,512,2,,25kbp_ctx512_excl2,1,0.635,0.52,0.769
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR3e-5,3e-05,25,512,2,,25kbp_ctx512_excl2,2,0.641,0.528,0.772
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR3e-5,3e-05,25,512,2,,25kbp_ctx512_excl2,3,0.624,0.495,0.768
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR3e-5,3e-05,25,512,2,,25kbp_ctx512_excl2,4,0.656,0.56,0.772
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR3e-5,3e-05,25,512,2,,25kbp_ctx512_excl2,5,0.624,0.547,0.738
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR3e-5,3e-05,25,512,2,,25kbp_ctx512_excl2,6,0.63,0.545,0.748
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR3e-5,3e-05,25,512,2,,25kbp_ctx512_excl2,7,0.644,0.538,0.77
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR3e-5,3e-05,25,512,2,,25kbp_ctx512_excl2,8,0.644,0.563,0.756
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512_excl2,LR3e-5,3e-05,25,512,2,,25kbp_ctx512_excl2,9,0.641,0.559,0.754
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2_shufdev/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2_shufdev,LR1e-4,0.0001,25,512,2,shufdev,25kbp_ctx512_excl2_shufdev,0,0.617,0.501,0.762
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2_shufdev/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2_shufdev,LR1e-4,0.0001,25,512,2,shufdev,25kbp_ctx512_excl2_shufdev,1,0.587,0.556,0.672
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2_shufdev/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2_shufdev,LR1e-4,0.0001,25,512,2,shufdev,25kbp_ctx512_excl2_shufdev,2,0.62,0.554,0.731
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2_shufdev/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2_shufdev,LR1e-4,0.0001,25,512,2,shufdev,25kbp_ctx512_excl2_shufdev,3,0.591,0.488,0.736
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2_shufdev/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2_shufdev,LR1e-4,0.0001,25,512,2,shufdev,25kbp_ctx512_excl2_shufdev,4,0.572,0.513,0.688
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2_shufdev/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2_shufdev,LR1e-4,0.0001,25,512,2,shufdev,25kbp_ctx512_excl2_shufdev,5,0.602,0.556,0.7
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2_shufdev/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2_shufdev,LR1e-4,0.0001,25,512,2,shufdev,25kbp_ctx512_excl2_shufdev,6,0.602,0.534,0.719
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2_shufdev/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2_shufdev,LR1e-4,0.0001,25,512,2,shufdev,25kbp_ctx512_excl2_shufdev,7,0.539,0.512,0.626
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2_shufdev/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2_shufdev,LR1e-4,0.0001,25,512,2,shufdev,25kbp_ctx512_excl2_shufdev,8,0.594,0.55,0.692
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512_excl2_shufdev/LR1e-4/eval_results.txt,strong_weak,25kbp_ctx512_excl2_shufdev,LR1e-4,0.0001,25,512,2,shufdev,25kbp_ctx512_excl2_shufdev,9,0.587,0.538,0.69
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,0,0.5,0.5,0.666
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,1,0.5,0.5,0.666
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,2,0.5,0.5,0.666
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,3,0.5,0.5,0.666
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,4,0.504,0.504,0.668
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,5,0.537,0.537,0.676
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,6,0.508,0.508,0.67
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,7,0.537,0.537,0.666
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,8,0.554,0.554,0.68
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,9,0.554,0.554,0.678
TAD/TAD_boundary/classification/strong_weak/25kbp_ctx512/LR3e-5/eval_results.txt,strong_weak,25kbp_ctx512,LR3e-5,3e-05,25,512,,,25kbp_ctx512,10,0.554,0.554,0.678
TAD/TAD_boundary/classification/boundary_nonboundary/25kbp_ctx512_excl2/LR3e-5/eval_results.txt,boundary_nonboundary,25kbp_ctx512_excl2,LR3e-5,3e-05,25,512,2,,25kbp_ctx512_excl2,0,0.573,0.563,0.496
TAD/TAD_boundary/classification/boundary_nonboundary/25kbp_ctx512_excl2/LR3e-5/eval_results.txt,boundary_nonboundary,25kbp_ctx512_excl2,LR3e-5,3e-05,25,512,2,,25kbp_ctx512_excl2,1,0.558,0.557,0.527
